timestamp,R_angle(θ),R_Torque Cmd,R_Torque Est,L_angle(θ),L_Torque Cmd,L_Torque Est,Lθ Display,Rθ Display,Lτ Display,Rτ Display
0.0005,41.32,0.0,0.0,-1.76,0.0,0.0,-1.8,41.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.001,41.1,0.0,0.0,-2.25,0.0,0.0,-2.2,41.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0015,41.04,0.0,0.0,-2.42,0.0,0.0,-2.4,41.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.002,41.53,0.0,0.0,-2.26,0.0,0.0,-2.3,41.5,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0025,42.29,0.0,0.0,-1.91,0.0,0.0,-1.9,42.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.003,43.08,0.0,0.0,-1.62,0.0,0.0,-1.6,43.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0035,43.23,0.0,0.0,-1.46,0.0,0.0,-1.5,43.2,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.004,43.13,0.0,0.0,-1.66,0.0,0.0,-1.7,43.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0045,42.99,0.0,0.0,-2.0,0.0,0.0,-2.0,43.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.005,42.8,0.0,0.0,-2.4,0.0,0.0,-2.4,42.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0055,42.57,0.0,0.0,-2.58,0.0,0.0,-2.6,42.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.006,42.32,0.0,0.0,-2.8,0.0,0.0,-2.8,42.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0065,41.97,0.0,0.0,-2.9,0.0,0.0,-2.9,42.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.007,41.9,0.0,0.0,-2.83,0.0,0.0,-2.8,41.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0075,42.11,0.0,0.0,-2.62,0.0,0.0,-2.6,42.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.008,42.08,0.0,0.0,-2.58,0.0,0.0,-2.6,42.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0085,41.27,0.0,0.0,-2.92,0.0,0.0,-2.9,41.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.009,40.51,0.0,0.0,-3.3,0.0,0.0,-3.3,40.5,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0095,39.88,0.0,0.0,-3.57,0.0,0.0,-3.6,39.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.01,39.56,0.0,0.0,-3.58,0.0,0.0,-3.6,39.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0105,38.99,0.0,0.0,-3.86,0.0,0.0,-3.9,39.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.011,38.67,0.0,0.0,-4.26,0.0,0.0,-4.3,38.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0115,38.69,0.0,0.0,-4.34,0.0,0.0,-4.3,38.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.012,38.6,0.0,0.0,-4.08,0.0,0.0,-4.1,38.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0125,39.44,0.0,0.0,-3.41,0.0,0.0,-3.4,39.4,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.013,40.13,0.0,0.0,-2.82,0.0,0.0,-2.8,40.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0135,40.46,0.0,0.0,-2.57,0.0,0.0,-2.6,40.5,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.014,40.47,0.0,0.0,-2.59,0.0,0.0,-2.6,40.5,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0145,40.27,0.0,0.0,-2.71,0.0,0.0,-2.7,40.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.015,39.88,0.0,0.0,-2.97,0.0,0.0,-3.0,39.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0155,39.7,0.0,0.0,-3.19,0.0,0.0,-3.2,39.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.016,39.6,0.0,0.0,-3.34,0.0,0.0,-3.3,39.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0165,39.32,0.0,0.0,-3.46,0.0,0.0,-3.5,39.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.017,39.05,0.0,0.0,-3.69,0.0,0.0,-3.7,39.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0175,38.77,0.0,0.0,-3.87,0.0,0.0,-3.9,38.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.018,38.48,0.0,0.0,-3.99,0.0,0.0,-4.0,38.5,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0185,37.79,0.68,0.0,-4.09,0.0,0.0,-4.1,37.8,0.0 (cmd 0.7),0.0 (cmd 0.0)
0.019,34.39,4.49,0.0,-4.58,0.0,0.0,-4.6,34.4,0.0 (cmd 4.5),0.0 (cmd 0.0)
0.0195,29.68,6.81,0.0,-5.26,-0.28,0.0,-5.3,29.7,0.0 (cmd 6.8),0.0 (cmd -0.3)
0.02,27.54,7.85,0.0,-5.44,-0.12,0.0,-5.4,27.5,0.0 (cmd 7.8),0.0 (cmd -0.1)
0.0205,29.99,4.16,0.0,-3.81,-0.05,0.0,-3.8,30.0,0.0 (cmd 4.2),0.0 (cmd -0.1)
0.021,30.34,1.84,0.0,-2.26,-0.02,0.0,-2.3,30.3,0.0 (cmd 1.8),0.0 (cmd -0.0)
0.0215,30.18,0.81,0.0,-1.76,-0.01,0.0,-1.8,30.2,0.0 (cmd 0.8),0.0 (cmd -0.0)
0.022,29.72,0.36,0.0,-2.39,0.0,0.0,-2.4,29.7,0.0 (cmd 0.4),0.0 (cmd 0.0)
0.0225,27.6,4.35,0.0,-4.15,-3.24,0.0,-4.2,27.6,0.0 (cmd 4.3),0.0 (cmd -3.2)
0.023,23.47,6.71,0.0,-6.52,-5.12,0.0,-6.5,23.5,0.0 (cmd 6.7),0.0 (cmd -5.1)
0.0235,18.02,7.61,0.0,-8.56,-6.91,0.0,-8.6,18.0,0.0 (cmd 7.6),0.0 (cmd -6.9)
0.024,11.03,7.79,0.0,-11.2,-7.33,0.0,-11.2,11.0,0.0 (cmd 7.8),0.0 (cmd -7.3)
0.0245,-0.16,7.67,0.0,-13.71,-7.45,0.0,-13.7,-0.2,0.0 (cmd 7.7),0.0 (cmd -7.5)
0.025,-18.96,7.49,0.0,-16.8,-7.4,0.0,-16.8,-19.0,0.0 (cmd 7.5),0.0 (cmd -7.4)
0.0255,-34.42,7.02,0.0,-19.9,-7.25,0.0,-19.9,-34.4,0.0 (cmd 7.0),0.0 (cmd -7.2)
0.026,-48.53,5.3,0.0,-22.09,-7.08,0.0,-22.1,-48.5,0.0 (cmd 5.3),0.0 (cmd -7.1)
0.0265,-50.79,4.23,0.0,-21.63,-5.79,0.0,-21.6,-50.8,0.0 (cmd 4.2),0.0 (cmd -5.8)
0.027,-45.15,2.7,0.0,-18.03,-2.57,0.0,-18.0,-45.1,0.0 (cmd 2.7),0.0 (cmd -2.6)
0.0275,-14.79,0.92,0.0,-5.72,-1.14,0.0,-5.7,-14.8,0.0 (cmd 0.9),0.0 (cmd -1.1)
0.028,18.82,0.41,0.0,5.72,-0.5,0.0,5.7,18.8,0.0 (cmd 0.4),0.0 (cmd -0.5)
0.0285,27.53,0.18,0.0,10.83,-0.22,0.0,10.8,27.5,0.0 (cmd 0.2),0.0 (cmd -0.2)
0.029,26.33,0.08,0.0,10.62,-0.09,0.0,10.6,26.3,0.0 (cmd 0.1),0.0 (cmd -0.1)
0.0295,22.67,-1.21,0.0,8.39,1.25,0.0,8.4,22.7,0.0 (cmd -1.2),0.0 (cmd 1.2)
0.03,19.25,-2.44,0.0,6.04,2.03,0.0,6.0,19.2,0.0 (cmd -2.4),0.0 (cmd 2.0)
0.0305,19.31,-2.93,0.0,5.61,2.75,0.0,5.6,19.3,0.0 (cmd -2.9),0.0 (cmd 2.8)
0.031,19.96,-3.06,0.0,6.15,2.93,0.0,6.2,20.0,0.0 (cmd -3.1),0.0 (cmd 2.9)
0.0315,19.67,-3.04,0.0,6.65,2.97,0.0,6.7,19.7,0.0 (cmd -3.0),0.0 (cmd 3.0)
0.032,18.09,-2.99,0.0,6.27,2.96,0.0,6.3,18.1,0.0 (cmd -3.0),0.0 (cmd 3.0)
0.0325,16.55,-2.91,0.0,5.33,2.9,0.0,5.3,16.6,0.0 (cmd -2.9),0.0 (cmd 2.9)
0.033,15.01,-2.84,0.0,4.45,2.83,0.0,4.5,15.0,0.0 (cmd -2.8),0.0 (cmd 2.8)
0.0335,13.59,-2.78,0.0,3.71,2.36,0.0,3.7,13.6,0.0 (cmd -2.8),0.0 (cmd 2.4)
0.034,10.02,-2.22,0.0,2.46,1.04,0.0,2.5,10.0,0.0 (cmd -2.2),0.0 (cmd 1.0)
0.0345,7.45,-0.66,0.0,0.44,0.46,0.0,0.4,7.5,0.0 (cmd -0.7),0.0 (cmd 0.5)
0.035,4.04,0.74,0.0,-1.19,0.2,0.0,-1.2,4.0,0.0 (cmd 0.7),0.0 (cmd 0.2)
0.0355,0.25,1.87,0.0,-2.65,0.08,0.0,-2.6,0.2,0.0 (cmd 1.9),0.0 (cmd 0.1)
0.036,-3.33,2.36,0.0,-4.26,0.03,0.0,-4.3,-3.3,0.0 (cmd 2.4),0.0 (cmd 0.0)
0.0365,-5.24,1.2,0.0,-5.89,0.01,0.0,-5.9,-5.2,0.0 (cmd 1.2),0.0 (cmd 0.0)
0.037,-5.28,0.53,0.0,-5.88,0.0,0.0,-5.9,-5.3,0.0 (cmd 0.5),0.0 (cmd 0.0)
0.0375,-7.01,0.57,0.0,-5.78,0.0,0.0,-5.8,-7.0,0.0 (cmd 0.6),0.0 (cmd 0.0)
0.038,-22.27,1.33,0.0,-7.31,0.0,0.0,-7.3,-22.3,0.0 (cmd 1.3),0.0 (cmd 0.0)
0.0385,-29.86,1.72,0.0,-5.46,0.0,0.0,-5.5,-29.9,0.0 (cmd 1.7),0.0 (cmd 0.0)
0.039,-30.53,1.17,0.0,-2.42,0.0,0.0,-2.4,-30.5,0.0 (cmd 1.2),0.0 (cmd 0.0)
0.0395,-27.51,0.52,0.0,0.43,0.0,0.0,0.4,-27.5,0.0 (cmd 0.5),0.0 (cmd 0.0)
0.04,-21.72,0.23,0.0,4.13,0.0,0.0,4.1,-21.7,0.0 (cmd 0.2),0.0 (cmd 0.0)
0.0405,-20.94,0.1,0.0,7.97,0.0,0.0,8.0,-20.9,0.0 (cmd 0.1),0.0 (cmd 0.0)
0.041,-18.61,0.0,0.0,9.1,0.0,0.0,9.1,-18.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0415,-14.49,-0.12,0.0,8.82,0.0,0.0,8.8,-14.5,0.0 (cmd -0.1),0.0 (cmd 0.0)
0.042,-7.59,-0.47,0.0,7.82,0.0,0.0,7.8,-7.6,0.0 (cmd -0.5),0.0 (cmd 0.0)
0.0425,3.45,-0.82,0.0,6.75,0.0,0.0,6.8,3.5,0.0 (cmd -0.8),0.0 (cmd 0.0)
0.043,10.6,-0.98,0.0,6.94,0.0,0.0,6.9,10.6,0.0 (cmd -1.0),0.0 (cmd 0.0)
0.0435,18.11,-0.56,0.0,8.42,0.0,0.0,8.4,18.1,0.0 (cmd -0.6),0.0 (cmd 0.0)
0.044,19.38,-0.25,0.0,9.01,0.0,0.0,9.0,19.4,0.0 (cmd -0.2),0.0 (cmd 0.0)
0.0445,19.04,-0.24,0.0,9.12,0.0,0.0,9.1,19.0,0.0 (cmd -0.2),0.0 (cmd 0.0)
